"UH","Reserva","Valor","Data","Hora","Usuário","Qtde.","Motivo"
"611","57551588","-25","4/20/2022","2:10:33 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"611","57551588","-1.25","4/20/2022","2:10:33 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"804","57192669","-6","4/20/2022","8:47:05 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"810","57487405","-4","4/20/2022","7:16:04 AM","RFREITAS","1","HOSPEDE NÃO CONSUMIU"
"906","56907354","440.49","4/20/2022","1:51:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"","57329680","-203.28","4/20/2022","5:18:36 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","57329680","-10.16","4/20/2022","5:18:36 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","57329680","213.44","4/20/2022","5:18:36 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"101","56955006","833.49","4/21/2022","1:12:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"110","57659869","219.43","4/21/2022","12:16:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1108","57440727","47","4/21/2022","1:10:11 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"411","57377995","701.32","4/21/2022","1:08:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"702","56654758","-0.01","4/21/2022","11:47:06 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"702","56654758","-0.01","4/21/2022","11:47:06 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"702","56654758","-0.01","4/21/2022","11:47:06 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"707","57588112","26.25","4/21/2022","11:42:02 AM","LPADOVINO","1","LCTO EM DUPLICIDADE"
"1009","57691800","272.16","4/23/2022","12:05:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1011","57607583","325.63","4/23/2022","1:01:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"106","57678669","612.36","4/23/2022","12:36:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"408","57360189","202","4/23/2022","10:31:37 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"409","57138257","8","4/23/2022","11:36:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"409","57138257","406.36","4/23/2022","11:54:27 PM","RFREITAS","1","Erro de Laçto"
"608","57549338","0","4/23/2022","9:44:28 AM","RFELIZ","1","ERRO DO SISTEMA"
"608","57549338","-0.01","4/23/2022","9:44:28 AM","RFELIZ","1","ERRO DO SISTEMA"
"804","57656150","-0.01","4/23/2022","11:51:59 AM","RFELIZ","1","ERRO DO SISTEMA"
"804","57656150","0","4/23/2022","11:51:59 AM","RFELIZ","1","ERRO DO SISTEMA"
"805","57427089","-0.01","4/23/2022","10:11:41 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"805","57427089","0","4/23/2022","10:11:41 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"905","57427070","0","4/23/2022","10:08:42 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"905","57427070","-0.01","4/23/2022","10:08:42 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"907","54379911","276.75","4/23/2022","1:13:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1109","57412855","1387.16","4/24/2022","12:12:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1111","57697752","1359.2","4/24/2022","12:52:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1211","57382980","-199.34","4/24/2022","12:21:00 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1211","57382980","-30","4/24/2022","12:21:00 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1211","57382980","-1.5","4/24/2022","12:21:00 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1211","57382980","398.66","4/24/2022","11:58:40 PM","RFREITAS","1","Erro de Laçto"
"209","57427348","-4","4/24/2022","11:46:52 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"409","57677859","-0.01","4/24/2022","2:18:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"409","57677859","-0.1","4/24/2022","2:18:00 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"502","57282307","-4","4/24/2022","10:21:00 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1011","57723125","1657.04","4/25/2022","1:15:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1207","57725462","-0.16","4/25/2022","8:32:00 PM","ECSOUSA","1","ERRO DO SISTEMA"
"402","57716226","-208","4/25/2022","5:26:08 PM","RFELIZ","1","ERRO DO SISTEMA"
"402","57716226","-10.4","4/25/2022","5:26:08 PM","RFELIZ","1","ERRO DO SISTEMA"
"403","57635587","-4.56","4/25/2022","9:55:00 AM","LPADOVINO","1","ERRO DO SISTEMA"
"403","57635587","-91.14","4/25/2022","9:55:00 AM","LPADOVINO","1","ERRO DO SISTEMA"
"410","57579652","-4","4/25/2022","11:43:39 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"611","57722943","239.08","4/25/2022","1:17:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"806","57476616","-283","4/25/2022","8:13:46 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"806","57476616","-14.15","4/25/2022","8:13:46 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"904","57627967","-0.01","4/25/2022","12:00:52 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"904","57627967","0","4/25/2022","12:00:52 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"110","57642656","-5","4/26/2022","12:20:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"110","57642656","-0.25","4/26/2022","12:20:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1108","57724741","-4","4/26/2022","7:22:30 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"301","57715289","26.25","4/26/2022","2:32:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"302","57460183","-25","4/26/2022","12:04:01 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"302","57460183","-1.25","4/26/2022","12:04:01 PM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"309","57745714","210.81","4/26/2022","2:20:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"401","57712115","548.1","4/26/2022","2:28:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"506","57711771","5.5","4/26/2022","11:04:41 PM","RFELIZ","1","ERRO DE LANÇAMENTO"
"701","57745854","-11.15","4/26/2022","12:29:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"701","57745854","-223","4/26/2022","12:29:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"708","57711895","133.86","4/26/2022","2:35:00 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"911","57751064","-0.01","4/26/2022","11:50:00 PM","RFELIZ","1","ERRO DO SISTEMA"
"911","57751064","0","4/26/2022","11:50:00 PM","RFELIZ","1","ERRO DO SISTEMA"
"","","157.14","4/26/2022","8:26:47 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"","","157.34","4/26/2022","8:29:41 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"","","213.44","4/26/2022","3:44:35 PM","LPADOVINO","1","AUTORIZADO PELO GERENT"
"1007","57655170","320.9","4/27/2022","2:24:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"107","57614873","-30","4/27/2022","9:10:00 AM","LPADOVINO","2","HOSPEDE NÃO CONSUMIU"
"107","57614873","-10","4/27/2022","9:10:00 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1107","57687404","-6","4/27/2022","12:40:21 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"211","57705682","932.15","4/27/2022","2:27:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"309","57745714","26.25","4/27/2022","11:08:04 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"401","57712115","262.5","4/27/2022","10:57:14 AM","LPADOVINO","1","AUTORIZADO PELO GERENT"
"401","57767653","1272.33","4/27/2022","2:45:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"505","57620504","176.4","4/27/2022","8:02:25 PM","CFIOR","1","Erro de Laçto"
"701","57745854","202.39","4/27/2022","4:01:00 PM","CFIOR","1","AUTORIZADO PELO GERENT"
"801","57009740","5788.65","4/27/2022","2:14:33 AM","RFREITAS","1","Erro de Laçto"
"801","57009740","-113","4/27/2022","2:15:36 AM","RFREITAS","1","ERRO DO SISTEMA"
"801","57009740","-5.65","4/27/2022","2:15:36 AM","RFREITAS","1","ERRO DO SISTEMA"
"101","57657149","-140.45","4/28/2022","1:42:00 AM","RFREITAS","1","ERRO DO SISTEMA"
"101","57657149","-7.02","4/28/2022","1:42:00 AM","RFREITAS","1","ERRO DO SISTEMA"
"104","57711925","32.25","4/28/2022","8:04:26 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"107","57771758","-138.45","4/28/2022","5:27:39 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"301","57772592","526.58","4/28/2022","12:56:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"311","57771251","-165","4/28/2022","12:55:00 AM","RFREITAS","1","ERRO DO SISTEMA"
"409","57677859","-0.01","4/28/2022","11:59:00 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"409","57677859","-0.1","4/28/2022","11:59:00 AM","LPADOVINO","1","ERRO DE LANÇAMENTO"
"411","57790272","254.1","4/28/2022","12:51:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"610","57769346","-12","4/28/2022","1:46:41 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"611","57217246","701.67","4/28/2022","3:39:00 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"709","57718075","-10","4/28/2022","12:48:11 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"909","57778183","-183.75","4/28/2022","4:38:33 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"909","57778183","-9.19","4/28/2022","4:38:33 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"","","-138.75","4/28/2022","5:35:07 PM","PTANAKA","1","AUTORIZADO PELO GERENT"
"","","-8.5","4/28/2022","5:43:06 PM","PTANAKA","1","AUTORIZADO PELO GERENT"
"","","-6.94","4/28/2022","5:35:08 PM","PTANAKA","1","AUTORIZADO PELO GERENT"
"","","23.67","4/28/2022","5:51:42 PM","JPALMEIDA","1","ERRO DE LANÇAMENTO"
"1005","57814961","259.35","4/29/2022","11:12:00 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"1005","57814961","-33.72","4/29/2022","11:47:00 PM","RFREITAS","1","ERRO DO SISTEMA"
"1005","57814961","-1.69","4/29/2022","11:47:00 PM","RFREITAS","1","ERRO DO SISTEMA"
"103","57711941","-6","4/29/2022","10:12:22 AM","RFELIZ","1","HOSPEDE NÃO CONSUMIU"
"106","57786348","0.01","4/29/2022","10:46:55 AM","RFELIZ","1","ERRO DE LANÇAMENTO"
"1209","57775249","-149.11","4/29/2022","2:23:00 AM","RFREITAS","1","ERRO DO SISTEMA"
"1209","57788960","-30","4/29/2022","1:17:00 PM","LPADOVINO","5","HOSPEDE NÃO CONSUMIU"
"1209","57788960","-6","4/29/2022","1:17:00 PM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"1211","57604436","33.33","4/29/2022","7:56:00 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"1211","57604436","35","4/29/2022","7:57:00 PM","CFIOR","1","ERRO DE LANÇAMENTO"
"204","57683921","246.71","4/29/2022","11:01:16 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"209","57790965","226.38","4/29/2022","11:36:50 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"402","57741778","-48.6","4/29/2022","7:11:00 PM","ECSOUSA","3","ERRO DE LANÇAMENTO"
"402","57741778","-2.43","4/29/2022","7:11:00 PM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"605","57815437","-281","4/29/2022","9:19:00 PM","ECSOUSA","1","LCTO EM DUPLICIDADE"
"605","57815437","-14.05","4/29/2022","9:19:00 PM","ECSOUSA","1","LCTO EM DUPLICIDADE"
"605","57815437","-1.69","4/29/2022","9:19:00 PM","ECSOUSA","1","LCTO EM DUPLICIDADE"
"605","57815437","-33.72","4/29/2022","9:19:00 PM","ECSOUSA","1","LCTO EM DUPLICIDADE"
"711","57476705","-39.9","4/29/2022","11:17:43 AM","LPADOVINO","1","HOSPEDE NÃO CONSUMIU"
"801","57009740","5670","4/29/2022","3:40:43 PM","LPADOVINO","1","Erro de Laçto"
"907","57711992","-0.25","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-0.25","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-0.25","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-0.25","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-5","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-5","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-5","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"907","57711992","-5","4/29/2022","9:21:31 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","","-23.67","4/29/2022","9:45:37 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","","-12","4/29/2022","9:43:46 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","","-6","4/29/2022","9:43:46 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"","57799032","246.71","4/29/2022","3:39:58 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1001","57700710","-18","4/30/2022","9:41:50 AM","ECSOUSA","3","ERRO DE LANÇAMENTO"
"1001","57700710","-4","4/30/2022","9:41:50 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"1005","57814961","26.25","4/30/2022","2:28:29 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1005","57814961","0.29","4/30/2022","2:29:04 AM","RFREITAS","1","ERRO DE LANÇAMENTO"
"1105","57825475","0.01","4/30/2022","8:04:00 PM","RFELIZ","1","CORTESIA DE DIÁRIAS"
"1207","57796157","62.25","4/30/2022","11:14:38 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"1209","57775249","233.89","4/30/2022","11:12:00 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"211","57705682","-5","4/30/2022","11:49:00 AM","ECSOUSA","1","ERRO DE LANÇAMENTO"
"404","57522405","6","4/30/2022","6:46:24 PM","ECSOUSA","1","AUTORIZADO PELO GERENT"
"501","57738203","-15.6","4/30/2022","5:17:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"501","57738203","-0.78","4/30/2022","5:17:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"502","57243484","-15","4/30/2022","12:51:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"502","57243484","-5","4/30/2022","12:51:00 PM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
"906","57827850","287.36","4/30/2022","2:25:00 AM","RFREITAS","1","LCTO EM DUPLICIDADE"
"911","57676348","-8","4/30/2022","10:04:07 AM","CALOLIVEIRA","1","AUTORIZADO PELO GERENT"
