UH,Reserva,Valor,Data,Hora,Usuário,Qtde,Motivo
610,56963629,-10.7,3/13/2022,09:04:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
709,55854540,-12,3/13/2022,11:35:57 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
709,55854540,-12,3/13/2022,11:35:19 AM,CFIOR,2,HOSPEDE NÃO CONSUMIU
709,55854540,-10,3/13/2022,11:36:53 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
709,55854540,-8,3/13/2022,11:35:57 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
805,56787324,169.31,3/13/2022,12:21:46 AM,RFREITAS,1,Erro de Laçto
805,56787324,169.31,3/13/2022,08:06:40 AM,RFELIZ,1,Erro de Laçto
805,56787324,60.25,3/13/2022,04:23:59 PM,RFELIZ,1,ERRO DE LANÇAMENTO
805,56990499,0,3/13/2022,04:11:00 PM,RFELIZ,1,CORTESIA DE DIÁRIAS
805,56990499,-0.05,3/13/2022,04:11:00 PM,RFELIZ,1,CORTESIA DE DIÁRIAS
1101,56845456,-1.25,3/14/2022,11:07:11 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1101,56845456,-1.25,3/14/2022,11:07:11 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1101,56845456,-25,3/14/2022,11:07:11 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1101,56845456,-25,3/14/2022,11:07:11 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1107,55622755,-25,3/14/2022,01:50:00 AM,RFREITAS,1,LCTO EM DUPLICIDADE
1107,55622755,-1.25,3/14/2022,01:50:00 AM,RFREITAS,1,LCTO EM DUPLICIDADE
209,56862652,0.01,3/14/2022,06:13:59 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
302,56555180,-8,3/14/2022,06:38:36 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
302,56555180,-12,3/14/2022,06:39:30 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
302,56555180,-12,3/14/2022,06:39:30 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
302,56555180,-6,3/14/2022,06:38:38 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
302,56555180,-24,3/14/2022,06:38:36 PM,CALOLIVEIRA,4,AUTORIZADO PELO GERENT
302,56555180,-15,3/14/2022,06:38:36 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
302,56555180,-30,3/14/2022,06:38:36 PM,CALOLIVEIRA,5,AUTORIZADO PELO GERENT
302,56555180,-12,3/14/2022,06:38:38 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
309,56862229,-51.1,3/14/2022,12:19:14 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
309,56862229,-2.55,3/14/2022,12:19:14 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
309,56862229,-9.14,3/14/2022,12:19:14 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
309,56862229,-182.84,3/14/2022,12:19:14 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
610,56601263,4443.6,3/14/2022,10:28:53 AM,LPADOVINO,1,Erro de Laçto
610,56601263,70,3/14/2022,10:28:53 AM,LPADOVINO,1,Erro de Laçto
1009,56809387,2399.02,3/15/2022,03:32:32 AM,RFELIZ,1,Erro de Laçto
108,55367674,-0.01,3/15/2022,07:07:59 AM,RFREITAS,1,ERRO DO SISTEMA
108,55367674,0,3/15/2022,07:07:59 AM,RFREITAS,1,ERRO DO SISTEMA
1107,55622755,-6,3/15/2022,11:53:00 PM,RFELIZ,1,HOSPEDE NÃO CONSUMIU
1111,55622747,-1.25,3/15/2022,12:31:31 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1111,55622747,-25,3/15/2022,12:31:31 AM,RFELIZ,1,ERRO DE LANÇAMENTO
211,56801890,-25,3/15/2022,12:02:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
211,56801890,-1.25,3/15/2022,12:02:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
308,56920334,-10.84,3/15/2022,12:33:59 AM,RFELIZ,1,ERRO DO SISTEMA
308,56920334,-216.71,3/15/2022,12:33:59 AM,RFELIZ,1,ERRO DO SISTEMA
408,56838441,0,3/15/2022,07:08:32 AM,RFREITAS,1,ERRO DO SISTEMA
408,56838441,-0.01,3/15/2022,07:08:32 AM,RFREITAS,1,ERRO DO SISTEMA
605,56877943,-18,3/15/2022,02:30:00 PM,FRIGOBAR.SUCT,3,ERRO DE LANÇAMENTO
605,56877943,-54,3/15/2022,08:30:59 PM,LALUZ,1,Nota impressa Errada
806,55367682,834.76,3/15/2022,03:13:30 AM,RFELIZ,1,Erro de Laçto
811,55367186,929.24,3/15/2022,03:10:25 AM,RFELIZ,1,Erro de Laçto
904,56684495,551.24,3/15/2022,03:43:12 AM,RFELIZ,1,Erro de Laçto
907,55368255,929.24,3/15/2022,02:43:42 AM,RFELIZ,1,Erro de Laçto
1206,56921020,-1.25,3/16/2022,05:06:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1206,56921020,-25,3/16/2022,05:06:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
205,56294336,-4,3/16/2022,10:35:46 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
511,56964528,-8,3/16/2022,10:10:15 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
,,-941,3/17/2022,12:48:34 PM,LALUZ,27,ERRO NA IMPRESSÃO
101,56116837,-178.62,3/18/2022,02:39:59 AM,RFREITAS,1,ERRO DO SISTEMA
101,56116837,-404,3/18/2022,02:39:59 AM,RFREITAS,1,ERRO DO SISTEMA
109,56723652,-6,3/18/2022,07:23:29 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
1203,56734727,-6,3/18/2022,07:07:00 AM,RFELIZ,1,HOSPEDE NÃO CONSUMIU
305,56725582,-8,3/18/2022,06:47:00 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
306,57016119,-4,3/18/2022,01:08:48 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
306,57016119,-4,3/18/2022,01:08:46 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
307,56845111,90,3/18/2022,03:07:06 PM,RFELIZ,1,ERRO DE LANÇAMENTO
705,56816111,25,3/18/2022,09:33:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
809,56832915,-10,3/18/2022,06:49:59 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
1011,57053162,-10,3/19/2022,08:37:57 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
1011,57053162,-0.5,3/19/2022,08:37:57 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
102,57096422,270.73,3/19/2022,04:00:00 PM,RFELIZ,1,ERRO DE LANÇAMENTO
109,56039700,182.86,3/19/2022,12:36:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
205,57014779,491.4,3/19/2022,12:15:59 AM,RFREITAS,1,ERRO DE LANÇAMENTO
205,56811675,88.73,3/19/2022,11:30:07 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
401,57073228,249.2,3/19/2022,12:18:59 AM,RFREITAS,1,ERRO DE LANÇAMENTO
605,56935641,-4.77,3/19/2022,09:56:00 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
605,56935641,-0.24,3/19/2022,09:56:00 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
705,56157479,-96.86,3/19/2022,12:33:59 AM,RFREITAS,1,ERRO DE LANÇAMENTO
705,56157479,-4.84,3/19/2022,12:33:59 AM,RFREITAS,1,ERRO DE LANÇAMENTO
1004,57015619,-0.38,3/20/2022,12:48:20 PM,CFIOR,1,ERRO DO SISTEMA
1004,57015619,-7.52,3/20/2022,12:48:20 PM,CFIOR,1,ERRO DO SISTEMA
105,56872577,50.25,3/20/2022,02:55:59 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
1207,57048754,806.5,3/20/2022,10:11:09 PM,RFELIZ,1,ERRO DE LANÇAMENTO
1207,57048754,806.5,3/20/2022,04:16:59 PM,RFELIZ,1,ERRO DE LANÇAMENTO
204,56072244,-102.72,3/20/2022,09:52:27 PM,RFELIZ,1,ERRO DE LANÇAMENTO
204,56072244,-5.14,3/20/2022,09:52:27 PM,RFELIZ,1,ERRO DE LANÇAMENTO
407,56963882,623.7,3/20/2022,02:11:55 AM,RFREITAS,1,Erro de Laçto
604,56206593,137.81,3/20/2022,02:11:27 AM,RFREITAS,1,Erro de Laçto
608,56842260,-3.52,3/20/2022,10:16:07 AM,CFIOR,1,ERRO DE LANÇAMENTO
608,56842260,-70.5,3/20/2022,10:16:07 AM,CFIOR,1,ERRO DE LANÇAMENTO
806,56707487,110,3/20/2022,10:04:09 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
807,56997922,44,3/20/2022,01:22:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
201,57128340,-278,3/21/2022,08:06:19 PM,CFIOR,1,AUTORIZADO PELO GERENT
201,57128340,-13.9,3/21/2022,08:06:19 PM,CFIOR,1,AUTORIZADO PELO GERENT
209,56931239,-9.61,3/21/2022,09:30:39 PM,CFIOR,1,ERRO DE LANÇAMENTO
209,56931239,-192.12,3/21/2022,09:30:39 PM,CFIOR,1,ERRO DE LANÇAMENTO
410,56072538,39,3/21/2022,01:24:32 AM,RFELIZ,1,ERRO DE LANÇAMENTO
507,56985541,52.5,3/21/2022,01:11:47 AM,RFELIZ,1,ERRO DE LANÇAMENTO
602,55156037,703.24,3/21/2022,02:01:42 AM,RFELIZ,1,Erro de Laçto
603,57107874,-195,3/21/2022,06:06:24 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
603,57107874,-9.75,3/21/2022,06:06:24 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
703,57051844,-25,3/21/2022,12:15:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
703,57051844,-1.25,3/21/2022,12:15:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
805,57104816,17,3/21/2022,01:29:04 AM,RFELIZ,1,ERRO DE LANÇAMENTO
903,56315538,275.62,3/21/2022,01:55:15 AM,RFELIZ,1,Erro de Laçto
106,57121958,-1.76,3/22/2022,12:28:58 AM,RFREITAS,1,ERRO DO SISTEMA
106,57121958,272.49,3/22/2022,12:28:30 AM,RFREITAS,1,Erro de Laçto
106,57121958,35.16,3/22/2022,12:28:39 AM,RFREITAS,1,ERRO DO SISTEMA
106,57121958,-35.16,3/22/2022,12:28:58 AM,RFREITAS,1,ERRO DO SISTEMA
1106,56944144,-43,3/22/2022,12:04:00 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
1203,56734808,-8.27,3/22/2022,07:39:59 PM,CFIOR,1,ERRO DE LANÇAMENTO
1203,56734808,-165.38,3/22/2022,07:39:59 PM,CFIOR,1,ERRO DE LANÇAMENTO
509,56796137,-15,3/22/2022,08:01:00 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
509,56796137,15,3/22/2022,08:03:00 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
706,56956835,-0.54,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
706,56956835,-9.3,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
706,56956835,-0.54,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
706,56956835,-0.47,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
706,56956835,-10.84,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
706,56956835,-10.84,3/22/2022,12:42:59 PM,LPADOVINO,1,AUTORIZADO PELO GERENT
,54821134,860.24,3/22/2022,06:58:00 PM,JPALMEIDA,1,HOSPEDE NÃO CONSUMIU
1005,56994028,796.32,3/23/2022,12:54:59 PM,LPADOVINO,1,LCTO EM DUPLICIDADE
1011,57130396,-17.65,3/23/2022,01:56:00 AM,RFREITAS,1,ERRO DO SISTEMA
1011,57130396,-353,3/23/2022,01:56:00 AM,RFREITAS,1,ERRO DO SISTEMA
102,57048398,-6,3/23/2022,07:13:02 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
306,56872739,-5,3/23/2022,04:16:57 PM,CFIOR,1,HOSPEDE NÃO CONSUMIU
,,-149.1,3/23/2022,06:00:41 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
,,-138,3/23/2022,01:53:48 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
,,-7.46,3/23/2022,06:00:41 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
,53841034,207.9,3/23/2022,09:44:39 AM,PTANAKA,1,AUTORIZADO PELO GERENT
,45278245,218.4,3/23/2022,09:43:48 AM,PTANAKA,1,AUTORIZADO PELO GERENT
,56947402,399.5,3/23/2022,05:23:42 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
,,573,3/23/2022,07:07:28 PM,PTANAKA,1,AUTORIZADO PELO GERENT
1009,56804083,-5,3/24/2022,12:36:59 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
102,56858639,0.03,3/24/2022,08:44:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
102,56858639,0.54,3/24/2022,08:44:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1107,57168342,-35,3/24/2022,05:21:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
1107,57168342,-1.75,3/24/2022,05:21:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
1210,55663524,848.82,3/24/2022,02:10:31 AM,RFREITAS,1,ERRO DE LANÇAMENTO
205,56663064,-10,3/24/2022,08:21:59 AM,RFELIZ,2,HOSPEDE NÃO CONSUMIU
602,57166838,-91.25,3/24/2022,02:23:54 AM,RFREITAS,1,ERRO DO SISTEMA
602,57166838,-4.56,3/24/2022,02:23:54 AM,RFREITAS,1,ERRO DO SISTEMA
702,56069936,-6,3/24/2022,08:07:37 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
702,56069936,-8,3/24/2022,08:07:37 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
702,56069936,-12,3/24/2022,08:07:35 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
702,56069936,-12,3/24/2022,08:07:35 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
705,57171629,-19.25,3/24/2022,07:16:00 PM,CFIOR,1,AUTORIZADO PELO GERENT
705,57171629,-385,3/24/2022,07:16:00 PM,CFIOR,1,AUTORIZADO PELO GERENT
905,56837100,-140.05,3/24/2022,02:30:42 PM,RFELIZ,1,AUTORIZADO PELO GERENT
905,56837100,-7,3/24/2022,02:30:42 PM,RFELIZ,1,AUTORIZADO PELO GERENT
910,56782403,-16,3/24/2022,12:42:04 PM,CALOLIVEIRA,4,AUTORIZADO PELO GERENT
1008,56995881,-117,3/25/2022,02:46:59 PM,CFIOR,1,AUTORIZADO PELO GERENT
1008,56995881,-5.85,3/25/2022,02:46:59 PM,CFIOR,1,AUTORIZADO PELO GERENT
1011,57130396,-0.01,3/25/2022,02:31:24 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1011,57130396,0,3/25/2022,02:31:24 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1103,57162379,48930,3/25/2022,02:29:01 PM,FRIGOBAR.SUCT,1,ERRO DE LANÇAMENTO
1104,56946457,459.11,3/25/2022,03:15:18 AM,RFREITAS,1,Erro de Laçto
1202,56976275,53655,3/25/2022,02:21:00 PM,FRIGOBAR.SUCT,1,ERRO DE LANÇAMENTO
1203,56837089,-8,3/25/2022,08:19:57 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
1208,57130388,-15,3/25/2022,11:06:59 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
1209,56837054,-7.26,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-5.83,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-6.34,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-6.34,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-0.36,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-0.32,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-0.32,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1209,56837054,-0.29,3/25/2022,03:37:32 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
201,57128340,-25,3/25/2022,01:49:23 AM,RFREITAS,1,LCTO EM DUPLICIDADE
201,57128340,-1.25,3/25/2022,01:49:23 AM,RFREITAS,1,LCTO EM DUPLICIDADE
201,57194998,536.55,3/25/2022,02:41:30 AM,RFREITAS,1,ERRO DO SISTEMA
204,56836732,-6.33,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
204,56836732,-0.36,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
204,56836732,-0.32,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
204,56836732,-0.32,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
204,56836732,-6.33,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
204,56836732,-7.27,3/25/2022,03:52:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
309,56839561,-6,3/25/2022,10:43:59 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
310,56841027,-0.38,3/25/2022,12:43:05 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
310,56841027,-7.67,3/25/2022,12:43:05 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
310,56841027,-7.67,3/25/2022,12:43:03 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
310,56841027,-0.38,3/25/2022,12:43:05 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
403,56859058,-18,3/25/2022,08:43:16 PM,CFIOR,3,HOSPEDE NÃO CONSUMIU
407,56892764,-8,3/25/2022,02:41:25 PM,LPADOVINO,2,HOSPEDE NÃO CONSUMIU
407,56892764,-4,3/25/2022,02:41:25 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
407,56892764,-4,3/25/2022,02:41:25 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
407,56892764,-4,3/25/2022,02:41:25 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
502,56589158,-15,3/25/2022,07:21:00 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
706,56841035,-6,3/25/2022,02:36:56 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
706,56841035,-7.67,3/25/2022,02:37:05 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
706,56841035,-0.38,3/25/2022,02:37:05 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
706,56841035,-0.38,3/25/2022,02:37:05 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
706,56841035,-12,3/25/2022,02:36:56 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
706,56841035,-7.67,3/25/2022,02:37:05 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
708,56841043,-7.67,3/25/2022,12:57:51 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
708,56841043,-0.38,3/25/2022,12:57:51 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
708,56841043,-0.38,3/25/2022,12:57:51 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
708,56841043,-7.67,3/25/2022,12:57:51 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
805,57114943,-8.76,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57114943,-8.77,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57114943,-8.77,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57122628,-9.23,3/25/2022,03:24:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57114943,-0.44,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57114943,-0.44,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57114943,-0.44,3/25/2022,03:27:55 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
805,57122628,-0.46,3/25/2022,03:24:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
806,56840810,-7.67,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-7.17,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-0.43,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-0.38,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-0.38,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-0.36,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-8.6,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
806,56840810,-7.67,3/25/2022,12:12:16 PM,CFIOR,1,AUTORIZADO PELO GERENT
904,56471963,-15,3/25/2022,06:24:00 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
907,57021325,-1.25,3/25/2022,04:43:00 PM,CFIOR,1,ERRO DE LANÇAMENTO
907,57021325,-25,3/25/2022,04:43:00 PM,CFIOR,1,ERRO DE LANÇAMENTO
1003,56910525,-0.32,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1003,56910525,-0.32,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1003,56910525,-6.33,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1003,56910525,-6.33,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1003,56910525,-6.34,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1003,56910525,-0.32,3/26/2022,03:22:33 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1104,57000107,299.24,3/26/2022,03:12:56 AM,RFELIZ,1,Erro de Laçto
1105,57159513,-15,3/26/2022,03:53:00 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1105,57159513,-0.76,3/26/2022,03:53:00 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1211,57174679,459.59,3/26/2022,10:43:12 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
404,56960662,1079.65,3/26/2022,03:07:27 AM,RFELIZ,1,Erro de Laçto
407,57002770,149.62,3/26/2022,03:16:22 AM,RFELIZ,1,Erro de Laçto
411,57204373,-22.24,3/26/2022,04:19:45 AM,RFREITAS,1,ERRO DO SISTEMA
411,57204373,-444.76,3/26/2022,04:19:45 AM,RFREITAS,1,ERRO DO SISTEMA
507,57019819,24,3/26/2022,02:14:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
610,57204365,-19.76,3/26/2022,04:14:38 AM,RFREITAS,1,ERRO DO SISTEMA
610,56947763,-158.48,3/26/2022,12:04:30 AM,RFELIZ,1,ERRO DO SISTEMA
610,57204365,-395.24,3/26/2022,04:14:38 AM,RFREITAS,1,ERRO DO SISTEMA
610,56947763,-7.92,3/26/2022,12:04:30 AM,RFELIZ,1,ERRO DO SISTEMA
1001,56935676,250.43,3/27/2022,12:02:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1006,57199485,-30,3/27/2022,08:28:00 AM,CFIOR,2,HOSPEDE NÃO CONSUMIU
1007,56935668,249.08,3/27/2022,11:57:00 PM,RFELIZ,1,ERRO DE LANÇAMENTO
109,56950942,-60,3/27/2022,10:36:56 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
109,56950942,-3,3/27/2022,10:36:56 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
1103,57162379,-36,3/27/2022,04:32:35 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1107,56935684,277.43,3/27/2022,12:02:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1206,57186189,16,3/27/2022,01:26:32 AM,RFELIZ,1,ERRO DE LANÇAMENTO
205,57025274,222.08,3/27/2022,11:07:53 AM,CFIOR,1,HOSPEDE NÃO CONSUMIU
506,57135010,-8,3/27/2022,07:47:00 AM,CFIOR,2,HOSPEDE NÃO CONSUMIU
506,57135010,667.64,3/27/2022,07:47:14 AM,CFIOR,1,ERRO DE LANÇAMENTO
802,57139830,374.85,3/27/2022,08:42:59 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
901,57108633,-13.76,3/27/2022,12:01:44 PM,LPADOVINO,1,ERRO DO SISTEMA
901,57108633,-0.69,3/27/2022,12:01:44 PM,LPADOVINO,1,ERRO DO SISTEMA
903,57207089,244.31,3/27/2022,09:10:54 PM,CFIOR,1,ERRO DE LANÇAMENTO
904,57215863,-355,3/27/2022,12:51:59 AM,RFELIZ,1,ERRO DO SISTEMA
904,57215863,-17.75,3/27/2022,12:51:59 AM,RFELIZ,1,ERRO DO SISTEMA
906,57083886,-6.58,3/27/2022,12:06:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-76.5,3/27/2022,12:06:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-3.82,3/27/2022,12:06:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-3.82,3/27/2022,12:04:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-3.82,3/27/2022,12:04:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-76.5,3/27/2022,12:04:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-76.5,3/27/2022,12:04:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
906,57083886,-131.5,3/27/2022,12:06:59 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
505,56907710,-10,3/28/2022,07:18:42 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
505,56907710,-15,3/28/2022,07:18:42 AM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
705,56746121,-7.55,3/28/2022,06:18:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
705,56746121,-0.38,3/28/2022,06:18:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
705,56746121,-8.08,3/28/2022,06:18:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
705,56746121,-0.4,3/28/2022,06:18:22 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
904,57215863,-9.59,3/28/2022,07:03:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
904,57215863,-191.84,3/28/2022,07:03:59 AM,RFELIZ,1,ERRO DE LANÇAMENTO
,,-45,3/28/2022,06:52:48 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
207,57187118,426.96,3/29/2022,12:09:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
