UH,Reserva,Valor,Data,Hora,Usuário,Qtde,Motivo
211,56734832,426.96,3/29/2022,05:12:59 PM,CFIOR,1,ERRO DE LANÇAMENTO
601,57212589,1555.62,3/29/2022,09:24:59 AM,JPALMEIDA,1,ERRO DE LANÇAMENTO
601,57212589,-25,3/29/2022,12:02:00 AM,RFREITAS,1,LCTO EM DUPLICIDADE
601,57212589,-1.25,3/29/2022,12:02:00 AM,RFREITAS,1,LCTO EM DUPLICIDADE
605,57240450,452.76,3/29/2022,10:57:20 PM,CFIOR,1,ERRO DE LANÇAMENTO
607,57176876,274.71,3/29/2022,12:04:00 AM,RFREITAS,1,ERRO DE LANÇAMENTO
703,56668813,628.4,3/29/2022,04:43:24 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
703,56668813,-149.62,3/29/2022,04:43:28 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
703,56668813,-7.48,3/29/2022,04:43:28 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
706,57243344,-6,3/29/2022,12:49:10 PM,LPADOVINO,1,HOSPEDE NÃO CONSUMIU
708,57246807,53.81,3/29/2022,01:49:00 PM,LPADOVINO,1,ERRO DE LANÇAMENTO
,,-138,3/29/2022,11:35:59 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
,,-138,3/29/2022,11:35:59 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
,,-138,3/29/2022,11:35:59 AM,LPADOVINO,1,AUTORIZADO PELO GERENT
,,-118,3/29/2022,07:59:10 AM,LPADOVINO,1,ERRO DO SISTEMA
,,-117.15,3/29/2022,11:34:11 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
,,-117.15,3/29/2022,11:34:11 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
1104,57172439,-8.59,3/30/2022,09:29:54 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1104,57172439,-171.74,3/30/2022,09:30:01 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1104,57172439,-171.74,3/30/2022,09:29:54 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1104,57172439,-8.59,3/30/2022,09:30:01 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1107,55622755,-24,3/30/2022,04:39:08 PM,CALOLIVEIRA,4,AUTORIZADO PELO GERENT
1107,55622755,-20,3/30/2022,04:39:08 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
1107,55622755,-16,3/30/2022,04:39:08 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
1107,55622755,-15,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1107,55622755,-12,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1107,55622755,-8,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1107,55622755,-8,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1107,55622755,-8,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1107,55622755,-5,3/30/2022,04:39:08 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1108,57246564,-210,3/30/2022,08:02:18 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1108,57246564,-10.5,3/30/2022,08:02:18 AM,RFELIZ,1,ERRO DE LANÇAMENTO
1108,57246564,-6,3/30/2022,05:33:13 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1108,57246564,-8,3/30/2022,05:33:03 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
1108,57246564,-8,3/30/2022,05:32:51 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
1202,56976275,-30,3/30/2022,12:08:21 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
1202,56976275,-20,3/30/2022,12:08:21 PM,CALOLIVEIRA,2,AUTORIZADO PELO GERENT
1202,56976275,-4,3/30/2022,12:08:21 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
205,57253722,953.42,3/30/2022,08:35:59 PM,CFIOR,1,ERRO DE LANÇAMENTO
209,57067716,504,3/30/2022,01:57:45 AM,RFREITAS,1,ERRO DE LANÇAMENTO
505,57256667,-12.25,3/30/2022,10:56:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
505,57256667,-245,3/30/2022,10:56:00 AM,RFELIZ,1,ERRO DE LANÇAMENTO
909,57136939,-8,3/30/2022,12:14:15 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
,54213436,1243.2,3/30/2022,09:43:01 AM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
,,-12.36,3/30/2022,05:10:24 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
,,-247.28,3/30/2022,05:10:24 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
103,57269610,50325,3/31/2022,08:03:42 AM,LPADOVINO,1,ERRO DE LANÇAMENTO
605,57240450,-6,3/31/2022,07:39:48 AM,RFREITAS,1,HOSPEDE NÃO CONSUMIU
,,123,3/31/2022,04:29:44 PM,CALOLIVEIRA,1,AUTORIZADO PELO GERENT
