UH;Reserva;Crédito;Débito;Valor;Data;Hora;Usuário;Qtde.;Motivo;
507;58475869;-1,25;0;-1,25;28/06/2022;00:23:00;RFELIZ;1;ERRO DE LANÇAMENTO;
507;58475869;-0,06;0;-0,06;28/06/2022;00:23:00;RFELIZ;1;ERRO DE LANÇAMENTO;
602;58274162;0;26;26;28/06/2022;13:45:56;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
607;58753893;-1,25;0;-1,25;28/06/2022;23:41:44;RFELIZ;1;ERRO DE LANÇAMENTO;
607;58753893;-25;0;-25;28/06/2022;23:41:44;RFELIZ;1;ERRO DE LANÇAMENTO;
711;58806814;-0,06;0;-0,06;28/06/2022;00:24:00;RFELIZ;1;ERRO DE LANÇAMENTO;
711;58806814;-1,25;0;-1,25;28/06/2022;00:24:00;RFELIZ;1;ERRO DE LANÇAMENTO;
811;58804072;0;197;197;28/06/2022;17:20:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
102;58698043;0;336;336;29/06/2022;15:15:53;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1105;58792686;0;59,25;59,25;29/06/2022;08:59:13;IGPESSOA;1;ERRO DE LANÇAMENTO;
401;58744436;0;264,6;264,6;29/06/2022;23:38:41;RFREITAS;1;Erro de Laçto;
1007;58701842;0;698,4;698,4;30/06/2022;02:07:00;RFREITAS;1;ERRO DE LANÇAMENTO;
1011;58820914;0;26,25;26,25;30/06/2022;13:23:17;ANLGONCALVES;1;ERRO DE LANÇAMENTO;
204;58739157;0;25;25;30/06/2022;16:12:00;CFIOR;1;ERRO DE LANÇAMENTO;
204;58739157;-6;0;-6;30/06/2022;16:07:00;CFIOR;1;HOSPEDE NÃO CONSUMIU;
307;58744819;0;6;6;30/06/2022;08:59:32;IGPESSOA;1;ERRO DE LANÇAMENTO;
402;58162410;-20;0;-20;30/06/2022;11:46:00;IGPESSOA;2;HOSPEDE NÃO CONSUMIU;
